survey_id,flight_id,ticket_id,customer_id,date_id,overall_satisfaction_1to5,on_time_satisfaction_1to5,crew_satisfaction_1to5,comfort_satisfaction_1to5,food_beverage_satisfaction_1to5,nps_score_0to10,would_recommend,complaint_category
12342,42135,389688,20689,20240818,4,5,5,4,3,8,True,None
12343,55810,512752,22486,20250309,3,5,4,4,4,5,False,Delay/Cancellation
12344,59062,542413,11158,20250427,2,4,4,5,4,4,False,Delay/Cancellation
12345,57816,531071,10980,20250408,4,5,5,5,3,8,True,None
12346,31039,284335,7978,20240320,4,5,3,5,5,9,True,None
12347,62829,577697,12026,20250618,4,5,5,4,4,8,True,None
12348,37040,340138,20629,20240614,4,5,4,4,3,8,True,None
12349,37125,340978,4810,20240616,4,5,3,4,5,9,True,None
12350,65754,606293,10369,20250725,4,5,5,4,3,9,True,None
12351,45845,424343,15575,20241009,4,5,3,3,3,8,True,None
12352,28189,259081,3791,20240206,3,4,3,2,4,6,False,None
12353,58137,533979,3642,20250413,4,4,3,3,4,10,True,None
12354,47343,438096,20647,20241031,3,4,5,5,3,6,False,None
12355,19185,178163,3951,20230925,4,5,4,4,3,8,True,None
12356,29208,267798,14940,20240222,4,4,4,3,4,7,True,None
12357,42782,395909,16703,20240825,3,5,5,3,4,8,True,Seat Comfort
12358,26599,245217,2502,20240113,3,5,3,3,3,5,False,None
12359,42908,397087,14372,20240827,4,5,4,3,5,8,True,None
12360,29820,273199,14887,20240303,4,5,4,5,3,6,False,None
12361,12403,113108,11213,20230630,4,5,4,2,3,5,False,None
12362,74372,686893,14231,20251122,5,5,4,3,2,10,True,None
12363,52015,479595,13389,20250109,5,5,4,3,3,8,True,None
12364,9377,84024,4180,20230523,4,4,4,5,3,9,True,None
12365,32759,300174,20786,20240415,5,4,4,3,5,9,True,None
12366,44207,409401,20989,20240914,5,5,4,3,5,10,True,None
12367,10155,91390,6783,20230602,4,5,3,2,2,8,True,None
12368,54134,497771,365,20250212,5,5,4,3,4,10,True,None
12369,8753,78266,24373,20230513,5,4,4,4,4,10,True,None
12370,38720,356462,1495,20240706,5,5,5,4,3,8,True,None
12371,58506,537326,1006,20250419,5,5,5,3,4,9,True,None
12372,1549,13459,1865,20230125,3,1,4,2,3,6,False,None
12373,25773,238014,22232,20240101,5,5,5,4,4,9,True,None
12374,7800,69561,2935,20230429,4,5,5,4,3,6,False,None
12375,66155,610199,2867,20250731,5,5,4,3,4,10,True,None
12376,20691,192023,19937,20231016,3,4,5,4,3,6,False,None
12377,54105,497519,8455,20250211,4,4,5,4,2,9,True,None
12378,17056,158328,5596,20230827,4,5,5,4,5,7,True,None
12379,15159,139984,24354,20230803,3,4,4,3,3,6,False,Baggage Handling
12380,74511,688152,14916,20251124,3,3,4,4,2,7,True,None
12381,63194,581331,24211,20250623,5,5,4,4,5,10,True,None
12382,75792,699640,14934,20251215,4,5,5,4,3,9,True,None
12383,5294,46484,2308,20230323,3,4,4,4,4,5,False,Seat Comfort
12384,33415,306188,18619,20240424,4,5,4,4,3,8,True,None
12385,18751,174228,392,20230919,5,5,5,3,3,10,True,None
12386,56940,523103,17967,20250326,4,5,5,4,2,10,True,None
12387,51514,475333,2579,20250101,5,5,4,4,3,9,True,None
12388,40668,375441,12913,20240731,5,5,4,3,3,10,True,None
12389,8868,79271,8466,20230515,5,5,3,3,5,9,True,None
12390,50580,467047,11727,20241218,4,5,5,4,3,7,True,None
12391,11655,105876,4307,20230621,4,5,4,4,3,9,True,None
12392,17950,166867,6465,20230908,3,5,3,5,4,6,False,None
12393,3512,30530,19036,20230224,5,5,5,3,3,10,True,None
12394,31750,290842,23870,20240331,5,5,4,3,3,8,True,None
12395,12744,116527,8799,20230704,4,5,4,4,4,9,True,None
12396,32463,297467,3170,20240410,5,5,4,4,4,9,True,None
12397,67336,621667,15566,20250814,5,5,4,4,2,8,True,None
12398,28662,263083,19946,20240214,5,5,3,4,5,10,True,None
12399,28017,257611,14985,20240204,4,5,5,4,3,9,True,None
12400,20867,193690,17411,20231019,5,5,4,3,4,10,True,None
12401,25572,236183,1237,20231229,4,5,4,4,3,7,True,None
12402,47781,442054,3815,20241106,4,5,4,5,3,9,True,None
12403,64409,593299,7834,20250708,5,5,4,4,4,10,True,None
12404,24520,227111,4598,20231214,2,2,4,4,4,2,False,Customer Service
12405,54700,502817,15496,20250220,4,5,4,3,2,7,True,None
12406,31234,286154,15916,20240323,1,5,4,3,3,0,False,Customer Service
12407,48280,446629,7050,20241113,5,5,4,5,4,9,True,None
12408,39452,363543,11206,20240715,4,5,5,4,3,8,True,None
12409,17188,159584,8582,20230829,5,5,3,2,2,9,True,None
12410,774,6779,11799,20230113,4,4,5,5,4,9,True,None
12411,24375,225948,3430,20231212,3,3,4,4,4,5,False,None
12412,30662,280820,23512,20240314,4,5,5,4,1,7,True,None
12413,51198,472425,23684,20241227,4,4,4,5,4,9,True,None
12414,41399,382439,2414,20240809,5,5,5,2,4,10,True,None
12415,16851,156367,21019,20230824,3,5,5,4,4,6,False,None
12416,68462,632577,24479,20250829,4,4,4,4,3,7,True,None
12417,53987,496529,22357,20250209,1,4,5,4,4,4,False,Delay/Cancellation
12418,2110,18286,11850,20230202,4,5,3,4,3,9,True,None
12419,64027,589476,6309,20250703,4,4,5,5,3,8,True,None
12420,13967,128324,9223,20230720,4,5,4,5,3,8,True,None
12421,28303,260048,20296,20240208,5,5,5,5,2,10,True,None
12422,21172,196451,11424,20231024,5,5,4,4,5,9,True,None
12423,55607,510921,23438,20250306,4,5,5,3,4,8,True,None
12424,57955,532276,24722,20250410,5,4,5,4,3,10,True,None
12425,55782,512517,13262,20250309,5,5,4,4,4,10,True,None
12426,55516,510053,12586,20250305,5,5,5,4,3,10,True,None
12427,32425,297116,14985,20240410,5,5,3,4,3,10,True,None
12428,6804,60413,3037,20230414,3,5,4,4,4,7,True,Customer Service
12429,12973,118726,4707,20230707,4,4,4,3,3,7,True,None
12430,61526,564988,4990,20250602,5,5,5,5,4,10,True,None
12431,3462,30090,20902,20230223,5,4,4,2,2,10,True,None
12432,23676,219839,1307,20231130,3,4,3,3,4,7,True,None
12433,64810,597208,9323,20250713,2,5,5,4,3,5,False,In-flight Amenities
12434,70577,652116,20433,20250927,1,2,5,3,3,2,False,Seat Comfort
12435,22919,212531,10767,20231119,2,3,4,3,4,4,False,Delay/Cancellation
12436,62110,570752,16667,20250609,3,5,5,4,3,6,False,None
12437,13661,125442,24493,20230716,5,4,4,2,4,10,True,None
12438,19589,181910,307,20231001,5,4,4,4,3,10,True,None
12439,44381,410967,11709,20240917,4,5,5,4,4,7,True,None
12440,17645,163980,2858,20230904,4,5,4,3,3,9,True,None
12441,18016,167478,8345,20230909,4,4,5,4,2,7,True,None
12442,43692,404667,4894,20240906,4,5,4,4,2,9,True,None
12443,12781,116940,6654,20230705,5,5,5,3,5,10,True,None
12444,12520,114290,20983,20230702,4,5,4,3,2,10,True,None
12445,47025,435090,11339,20241026,5,5,4,3,3,10,True,None
12446,73105,675278,3926,20251103,5,5,3,5,4,10,True,None
12447,36510,335052,3839,20240607,4,4,5,4,4,9,True,None
12448,38239,351663,10478,20240630,1,3,5,2,4,2,False,Baggage Handling
12449,31070,284633,1786,20240320,3,3,5,3,5,8,True,Delay/Cancellation
12450,40933,377959,21391,20240803,3,4,5,4,3,6,False,None
12451,55444,509389,14905,20250304,5,5,5,3,3,9,True,None
12452,39342,362447,15295,20240714,4,5,4,4,3,10,True,None
12453,71903,664168,18662,20251017,4,5,5,3,3,6,False,None
12454,69129,638885,1206,20250907,4,5,4,3,3,8,True,None
12455,5539,48739,2270,20230326,4,4,4,5,4,9,True,None
12456,3240,28066,14087,20230220,4,5,4,5,4,10,True,None
12457,12753,116633,4499,20230704,4,5,3,5,5,8,True,None
12458,67197,620357,5159,20250813,2,3,5,4,4,4,False,Booking Issue
12459,38764,356891,19783,20240707,2,2,5,3,3,4,False,Booking Issue
12460,75819,699826,698,20251215,3,4,5,4,3,4,False,None
12461,10256,92381,17908,20230604,5,4,4,5,5,8,True,None
12462,60638,556831,5672,20250520,3,4,4,2,3,3,False,None
12463,10516,94820,21879,20230607,4,5,3,5,3,8,True,None
12464,19137,177722,24609,20230924,3,4,5,5,4,8,True,None
12465,131,1257,10194,20230102,5,5,5,4,3,7,True,None
12466,29156,267392,1618,20240221,5,5,5,5,3,10,True,None
12467,73462,678622,10850,20251109,4,5,4,4,5,8,True,None
12468,20781,192890,14541,20231018,3,5,3,5,3,4,False,Booking Issue
12469,2893,25021,22380,20230214,3,5,4,5,4,5,False,Customer Service
12470,44382,410981,14747,20240917,1,3,4,3,4,2,False,Delay/Cancellation
12471,25036,231454,3632,20231222,4,4,4,5,4,8,True,None
12472,67206,620449,20467,20250813,4,4,4,3,4,8,True,None
12473,3656,31725,2328,20230226,3,5,4,2,4,7,True,None
12474,20713,192224,15300,20231017,4,4,3,4,4,6,False,None
12475,49775,460176,9742,20241206,4,5,4,4,5,10,True,None
12476,72321,668073,4072,20251023,5,5,5,4,5,10,True,None
12477,15403,142322,7408,20230807,4,5,5,4,3,6,False,None
12478,44628,413205,3859,20240920,3,3,5,5,2,4,False,None
12479,59424,545687,12044,20250502,5,4,5,5,4,10,True,None
12480,64210,591353,9393,20250706,4,4,5,5,2,4,False,None
12481,8522,76143,1206,20230510,3,4,4,4,4,5,False,None
12482,30024,275042,6130,20240305,5,5,5,4,3,10,True,None
12483,70686,653138,12295,20250929,5,5,5,3,5,10,True,None
12484,66418,612809,9877,20250803,3,4,3,3,5,8,True,None
12485,41994,388297,17155,20240816,5,5,3,3,3,9,True,None
12486,25307,233931,17481,20231225,5,5,5,4,4,9,True,None
12487,40131,370192,11951,20240724,4,5,5,5,3,9,True,None
12488,57996,532691,21777,20250411,3,5,5,4,3,7,True,None
12489,5775,50985,17036,20230329,5,5,5,4,3,10,True,None
12490,41753,385849,16190,20240813,4,5,4,4,4,7,True,None
12491,70045,647189,16477,20250920,4,5,4,4,3,6,False,None
12492,5447,47893,13010,20230324,3,4,5,2,2,8,True,Seat Comfort
12493,51034,470920,11206,20241225,4,5,4,5,4,7,True,None
12494,72231,667215,13298,20251022,3,4,5,4,3,6,False,Cleanliness
12495,62776,577194,14438,20250618,4,5,4,3,4,8,True,None
12496,40047,369358,3681,20240723,4,5,4,4,2,6,False,None
12497,988,8629,10824,20230116,4,3,4,3,3,10,True,None
12498,13346,122335,15588,20230712,5,5,5,2,5,10,True,None
12499,76,777,22517,20230102,4,5,5,4,3,9,True,None
12500,65793,606663,19772,20250726,3,5,4,3,5,5,False,None
12501,29279,268375,15575,20240223,4,5,4,4,2,10,True,None
12502,42062,388942,21559,20240817,3,1,4,5,4,7,True,None
12503,32013,293236,5509,20240404,4,5,5,4,3,7,True,None
12504,72991,674228,15280,20251102,3,3,3,2,3,8,True,In-flight Amenities
12505,7694,68542,1575,20230427,3,4,4,4,4,4,False,None
12506,56701,520959,20619,20250323,4,5,4,4,5,8,True,None
12507,11684,106149,4325,20230622,3,4,4,4,4,6,False,Cleanliness
12508,39751,366481,16682,20240719,4,5,5,5,4,8,True,None
12509,35168,322244,22754,20240520,4,5,4,5,3,8,True,None
12510,45045,417030,4179,20240927,5,5,4,4,1,10,True,None
12511,45688,422882,15205,20241007,2,1,5,4,4,5,False,Baggage Handling
12512,2844,24591,12503,20230213,4,5,5,2,4,6,False,None
12513,20803,193072,18976,20231019,4,5,3,4,4,7,True,None
12514,22797,211461,20865,20231117,4,5,4,4,4,9,True,None
12515,52220,481327,16919,20250112,4,5,5,4,3,10,True,None
12516,75663,698580,1218,20251212,5,4,5,4,5,9,True,None
12517,76724,707780,5041,20251229,5,5,5,3,3,10,True,None
12518,15628,144504,20713,20230809,4,5,3,5,3,8,True,None
12519,64801,597123,8745,20250713,2,3,5,4,4,4,False,Delay/Cancellation
12520,42524,393444,5336,20240822,4,4,4,3,4,10,True,None
12521,2949,25495,10233,20230215,4,5,4,3,2,9,True,None
12522,22459,208328,15750,20231112,4,4,4,4,5,8,True,None
12523,59746,548663,11206,20250507,5,5,5,4,4,10,True,None
12524,74331,686564,24128,20251122,5,5,5,3,5,9,True,None
12525,15335,141694,21944,20230806,3,4,4,3,3,5,False,None
12526,71819,663403,24543,20251016,2,3,4,3,4,5,False,Baggage Handling
12527,31878,292052,10220,20240402,3,3,4,4,4,6,False,None
12528,18030,167627,21308,20230909,4,5,3,4,3,7,True,None
12529,17367,161378,24210,20230831,5,5,4,3,4,10,True,None
12530,76205,703168,18312,20251221,4,5,4,3,4,10,True,None
12531,44572,412684,4381,20240920,4,4,4,3,3,10,True,None
12532,28022,257659,6582,20240204,5,5,4,4,3,10,True,None
12533,41565,383996,11206,20240811,5,5,5,3,2,8,True,None
12534,59722,548434,22119,20250507,4,4,4,4,4,10,True,None
12535,66026,608901,1176,20250729,4,5,5,4,3,10,True,None
12536,68627,634237,12919,20250831,4,5,4,4,3,7,True,None
12537,71182,657678,24623,20251006,4,5,3,4,3,10,True,None
12538,53770,494684,3935,20250206,4,4,3,4,5,10,True,None
12539,14803,136557,11799,20230730,4,5,5,3,5,8,True,None
12540,32213,295184,14679,20240407,5,5,4,3,3,10,True,None
12541,7988,71316,16496,20230502,5,5,5,4,2,9,True,None
12542,57578,528920,19076,20250404,4,4,4,4,4,10,True,None
12543,66896,617451,9933,20250808,5,5,5,4,3,8,True,None
12544,23495,218195,11285,20231127,5,5,4,3,4,10,True,None
12545,46120,426862,9846,20241013,5,5,3,4,4,10,True,None
12546,12669,115710,8468,20230704,3,4,4,2,5,6,False,None
12547,40744,376144,22952,20240731,4,5,4,5,3,7,True,None
12548,2027,17568,5804,20230201,5,4,5,3,2,9,True,None
12549,37885,348261,10698,20240626,4,5,4,3,5,9,True,None
12550,46371,429156,14757,20241017,3,5,5,4,5,6,False,None
12551,25453,235173,21981,20231228,4,3,5,4,4,9,True,None
12552,46516,430516,13381,20241019,5,4,4,4,4,10,True,None
12553,62410,573662,12093,20250613,4,5,5,5,2,9,True,None
12554,47167,436446,2429,20241028,5,5,4,4,5,10,True,None
12555,52299,481972,21995,20250114,4,5,4,5,3,7,True,None
12556,7112,63247,12694,20230419,3,5,4,4,4,5,False,None
12557,67902,627196,15734,20250822,4,5,5,3,2,9,True,None
12558,26558,244840,13298,20240112,2,5,4,4,4,3,False,Customer Service
12559,61957,569225,1416,20250607,5,5,5,3,3,10,True,None
12560,48160,445565,16156,20241111,3,4,4,3,3,4,False,None
12561,12295,112077,23639,20230629,5,5,4,3,2,10,True,None
12562,56961,523278,23182,20250327,5,5,5,2,5,9,True,None
12563,8668,77473,20753,20230512,4,4,4,4,3,9,True,None
12564,16264,150705,10849,20230817,2,5,4,4,4,2,False,Cleanliness
12565,33654,308383,13659,20240428,4,5,3,4,5,8,True,None
12566,22757,211115,19934,20231117,4,3,4,4,3,8,True,None
12567,69527,642451,11805,20250913,4,5,4,4,4,9,True,None
12568,73502,678989,14402,20251110,4,5,3,4,2,7,True,None
12569,14692,135402,24271,20230728,5,5,3,4,2,10,True,None
12570,9355,83829,6842,20230522,3,3,4,4,2,5,False,Cleanliness
12571,23305,216385,12190,20231124,5,5,5,5,3,10,True,None
12572,41422,382658,19552,20240809,4,4,5,4,3,9,True,None
12573,41830,386614,241,20240814,4,4,3,5,4,8,True,None
12574,67380,622128,12985,20250815,4,4,4,4,4,10,True,None
12575,48209,445972,23352,20241112,4,4,3,4,4,6,False,None
12576,40067,369575,19544,20240723,3,5,4,4,4,6,False,Seat Comfort
12577,71700,662360,21870,20251014,3,4,3,3,4,7,True,Baggage Handling
12578,19923,185047,21836,20231006,3,2,5,4,4,7,True,Delay/Cancellation
12579,28173,258949,16022,20240206,3,4,5,3,4,7,True,None
12580,38175,351053,9049,20240629,4,4,3,3,3,8,True,None
12581,50514,466462,20178,20241217,2,3,3,4,5,3,False,Cleanliness
12582,30465,279021,2831,20240311,5,5,3,5,3,9,True,None
12583,16654,154446,14491,20230822,4,5,5,5,4,10,True,None
12584,38576,355043,3792,20240704,4,4,4,3,5,7,True,None
12585,35075,321348,8756,20240519,4,5,5,5,4,9,True,None
12586,76710,707677,140,20251229,5,5,4,3,4,9,True,None
12587,64534,594494,23667,20250710,3,4,4,4,4,6,False,Customer Service
12588,62690,576390,2636,20250617,1,5,4,3,2,2,False,Seat Comfort
12589,73805,681839,8834,20251114,4,3,4,5,5,8,True,None
12590,54967,505121,17809,20250224,3,4,5,4,3,5,False,None
12591,53075,488727,19619,20250126,5,5,5,5,3,8,True,None
12592,37703,346523,21812,20240623,4,5,4,3,4,7,True,None
12593,20901,194007,3774,20231020,4,5,4,3,3,8,True,None
12594,61536,565087,12138,20250602,5,5,4,5,4,9,True,None
12595,27132,249928,8987,20240121,3,4,3,3,3,6,False,None
12596,19252,178825,19728,20230926,3,3,5,5,3,6,False,None
12597,9283,83136,9534,20230521,3,4,3,4,4,4,False,Baggage Handling
12598,3973,34488,18318,20230303,5,4,5,3,5,10,True,None
12599,57087,524451,15729,20250328,3,5,4,4,4,6,False,Cleanliness
12600,29147,267307,13483,20240221,3,4,3,4,3,9,True,In-flight Amenities
12601,64676,595928,12219,20250712,5,4,4,3,4,10,True,None
12602,73067,674939,17598,20251102,4,5,5,3,3,7,True,None
12603,64674,595903,23189,20250712,4,4,4,4,3,10,True,None
12604,31193,285780,1064,20240322,3,3,4,2,4,7,True,None
12605,22979,213073,24174,20231120,4,4,5,4,2,8,True,None
12606,57798,530917,3337,20250408,5,5,4,5,3,10,True,None
12607,68933,637118,10556,20250904,3,3,4,3,3,5,False,Booking Issue
12608,74782,690762,12383,20251128,5,4,5,4,3,10,True,None
12609,38806,357298,68,20240707,4,5,4,4,4,8,True,None
12610,70596,652285,15826,20250928,5,4,4,3,3,10,True,None
12611,54090,497398,4243,20250211,5,5,5,3,3,10,True,None
12612,74858,691520,11405,20251128,5,4,5,4,3,9,True,None
12613,67291,621221,111,20250814,5,4,4,5,3,9,True,None
12614,15651,144750,3031,20230810,3,4,4,4,3,6,False,None
12615,23116,214423,16591,20231123,4,5,5,4,3,9,True,None
12616,47964,443720,17215,20241109,4,5,4,4,2,9,True,None
12617,17418,161857,9560,20230901,2,5,5,4,5,4,False,Customer Service
12618,36779,337578,14595,20240611,4,4,3,5,5,7,True,None
12619,7949,70965,9223,20230501,4,5,4,4,4,8,True,None
12620,42602,394188,23225,20240823,4,5,5,4,4,7,True,None
12621,70372,650174,277,20250924,4,5,4,5,5,8,True,None
12622,26697,246066,4260,20240115,5,4,5,5,4,10,True,None
12623,56514,519233,9760,20250320,4,5,5,4,3,9,True,None
12624,74067,684236,4100,20251117,4,5,5,5,2,7,True,None
12625,50183,463635,2835,20241212,5,4,4,3,4,10,True,None
12626,50352,465088,18821,20241214,4,5,5,4,5,7,True,None
12627,29430,269709,6370,20240226,4,5,4,4,3,7,True,None
12628,27640,254388,13616,20240129,4,4,4,4,4,8,True,None
12629,22002,204049,10072,20231105,2,4,4,3,4,4,False,Customer Service
12630,53676,493844,3530,20250204,5,5,5,4,3,9,True,None
12631,20449,189827,19783,20231013,4,5,4,3,4,10,True,None
12632,76560,706423,1692,20251226,1,3,5,4,4,1,False,Delay/Cancellation
12633,12796,117082,4100,20230705,4,5,5,3,4,6,False,None
12634,74978,692606,17252,20251130,4,5,5,3,4,9,True,None
12635,17309,160787,15905,20230830,3,4,4,4,4,6,False,Baggage Handling
12636,29811,273099,21019,20240302,5,4,5,3,3,10,True,None
12637,3202,27692,12955,20230219,2,4,4,5,3,5,False,Seat Comfort
12638,29930,274197,24901,20240304,2,4,4,4,3,6,False,Booking Issue
12639,58677,538887,7347,20250421,4,5,4,4,4,7,True,None
12640,46823,433290,21543,20241023,3,5,5,5,3,5,False,Seat Comfort
12641,11591,105267,4155,20230621,4,5,5,3,4,8,True,None
12642,21166,196407,6253,20231024,5,4,5,3,3,9,True,None
12643,73860,682342,10882,20251114,3,5,4,3,4,4,False,Baggage Handling
12644,41533,383689,23892,20240811,5,5,5,5,3,8,True,None
12645,69945,646256,23749,20250919,5,5,4,3,5,10,True,None
12646,72291,667792,22751,20251023,4,5,4,4,4,10,True,None
12647,64893,598029,1524,20250714,4,4,5,5,2,8,True,None
12648,75589,697931,19575,20251211,2,1,4,5,5,5,False,Delay/Cancellation
12649,25255,233437,21035,20231225,5,5,4,4,3,10,True,None
12650,13453,123384,22232,20230713,4,5,5,4,4,6,False,None
12651,31328,287051,6382,20240324,3,2,5,4,4,4,False,Baggage Handling
12652,62256,572166,8923,20250611,4,4,4,3,3,9,True,None
12653,11839,107718,14285,20230623,5,5,5,3,2,9,True,None
12654,45858,424467,18055,20241009,5,5,4,2,4,9,True,None
12655,28525,261884,6688,20240212,3,5,4,4,5,3,False,None
12656,47995,443987,7606,20241110,3,5,3,4,4,6,False,None
12657,20076,186455,19935,20231008,5,4,4,3,3,8,True,None
12658,37126,340988,22546,20240616,5,5,5,5,3,9,True,None
12659,37013,339868,11317,20240614,5,5,5,4,4,9,True,None
12660,35316,323654,5948,20240523,5,4,4,5,2,10,True,None
12661,59542,546786,1929,20250504,5,5,4,4,3,9,True,None
12662,26328,242809,3439,20240109,5,5,5,4,2,10,True,None
12663,67201,620396,5243,20250813,5,5,4,3,3,10,True,None
12664,21222,196922,810,20231025,5,5,5,2,3,8,True,None
12665,14456,133143,6468,20230726,3,4,4,3,4,7,True,None
12666,39621,365201,17739,20240718,4,4,4,4,5,8,True,None
12667,30378,278206,8438,20240310,4,3,4,4,4,7,True,None
12668,6918,61505,16783,20230416,3,5,4,5,4,7,True,Booking Issue
12669,6893,61276,4016,20230416,4,5,5,4,3,7,True,None
12670,28654,263012,7761,20240214,1,3,4,3,4,0,False,Delay/Cancellation
12671,1346,11733,7434,20230122,4,5,4,5,2,10,True,None
12672,61725,566954,5358,20250604,4,5,3,4,4,8,True,None
12673,75832,699935,6367,20251215,4,5,4,3,2,8,True,None
12674,33595,307855,10237,20240427,5,5,4,3,3,9,True,None
12675,11780,107113,15129,20230623,4,5,4,4,4,6,False,None
12676,56351,517739,13574,20250317,4,5,5,3,4,9,True,None
12677,43954,407042,12974,20240910,4,5,4,3,4,9,True,None
12678,71911,664235,18197,20251017,4,5,4,4,4,8,True,None
12679,60924,559326,23385,20250525,3,5,4,4,3,5,False,Customer Service
12680,15062,139063,22809,20230802,2,3,5,4,3,4,False,Delay/Cancellation
12681,48665,450069,23976,20241119,5,5,3,4,4,8,True,None
12682,49410,457008,18957,20241129,4,4,5,4,2,9,True,None
12683,7086,63012,23708,20230419,4,5,5,4,3,9,True,None
12684,67633,624634,5863,20250818,5,5,5,3,5,10,True,None
12685,76346,704376,20512,20251223,2,4,5,3,3,4,False,Seat Comfort
12686,18348,170458,19903,20230914,4,5,4,4,4,6,False,None
12687,39335,362371,11748,20240714,4,5,5,2,2,7,True,None
12688,64428,593432,14336,20250708,3,5,4,4,3,4,False,Delay/Cancellation
12689,70715,653400,21748,20250929,4,5,5,2,3,10,True,None
12690,35300,323516,13679,20240522,2,5,4,3,4,3,False,Seat Comfort
12691,36088,330950,14376,20240602,4,4,4,5,4,7,True,None
12692,11827,107597,20214,20230623,2,4,4,3,3,3,False,Customer Service
12693,52272,481765,17247,20250113,4,5,3,5,3,8,True,None
12694,62649,575981,22613,20250616,4,5,4,5,3,9,True,None
12695,63132,580719,19332,20250622,1,3,5,4,2,3,False,Delay/Cancellation
12696,64343,592645,17712,20250707,4,5,4,5,5,7,True,None
12697,15838,146532,21108,20230812,3,4,5,4,4,8,True,None
12698,36119,331278,22401,20240602,5,5,5,4,3,9,True,None
12699,17407,161769,24115,20230831,5,5,4,3,3,8,True,None
12700,70999,656061,23900,20251003,3,2,4,4,5,7,True,None
12701,47599,440335,4925,20241104,5,5,4,2,3,10,True,None
12702,45615,422230,3021,20241005,5,5,4,4,3,10,True,None
12703,27822,255889,24028,20240131,4,5,4,4,5,9,True,None
12704,36736,337189,9984,20240610,2,3,4,3,3,3,False,Delay/Cancellation
12705,13593,124762,18890,20230715,5,5,4,4,2,10,True,None
12706,45183,418280,15600,20240929,4,5,5,3,4,9,True,None
12707,30541,279716,392,20240313,4,5,4,2,5,10,True,None
12708,25685,237202,13904,20231231,4,5,3,3,3,8,True,None
12709,15344,141794,3680,20230806,3,3,4,5,4,7,True,Booking Issue
12710,71772,662984,13818,20251015,4,4,3,3,3,8,True,None
12711,12484,113956,17348,20230702,5,5,4,4,3,10,True,None
12712,8888,79461,18095,20230515,5,5,4,3,4,9,True,None
12713,14235,130947,4326,20230723,4,4,4,5,4,6,False,None
12714,14724,135735,11899,20230729,5,5,5,4,4,10,True,None
12715,26240,242101,4100,20240107,1,3,4,5,4,4,False,Delay/Cancellation
12716,60785,558089,3639,20250522,4,5,4,4,4,6,False,None
12717,23616,219331,4260,20231129,3,5,5,3,5,6,False,None
12718,13290,121763,4908,20230711,3,4,4,3,2,6,False,None
12719,31848,291749,23697,20240401,4,4,4,4,4,6,False,None
12720,5762,50848,21313,20230329,5,5,4,4,4,10,True,None
12721,24394,226098,5396,20231212,4,5,5,4,2,10,True,None
12722,515,4571,10032,20230109,4,5,4,3,4,5,False,None
12723,7060,62781,20182,20230418,4,5,5,2,3,8,True,None
12724,62340,572950,3808,20250612,2,3,5,4,2,4,False,Customer Service
12725,73630,680262,15151,20251111,4,5,4,3,4,8,True,None
12726,43914,406665,5400,20240910,3,3,5,4,2,4,False,Baggage Handling
12727,53659,493685,9553,20250204,5,5,4,3,5,9,True,None
12728,662,5839,3476,20230111,2,1,4,4,3,5,False,Delay/Cancellation
12729,39665,365629,11774,20240718,3,5,4,4,2,6,False,None
12730,31493,288568,4340,20240327,5,5,5,4,4,9,True,None
12731,39165,360754,4373,20240712,4,4,3,5,5,9,True,None
12732,22360,207362,12607,20231110,3,5,4,5,3,8,True,Cleanliness
12733,45596,422044,12558,20241005,4,5,4,4,4,8,True,None
12734,63111,580503,17587,20250622,4,4,5,3,4,8,True,None
12735,73642,680374,1742,20251111,5,5,3,4,3,10,True,None
12736,70687,653143,16027,20250929,4,4,4,4,3,8,True,None
12737,35859,328803,18988,20240530,4,5,4,3,4,7,True,None
12738,50838,469190,16479,20241222,4,5,4,4,4,9,True,None
12739,30754,281710,20427,20240315,5,4,4,4,3,10,True,None
12740,26691,246024,10062,20240114,5,5,5,4,4,9,True,None
12741,66368,612313,16908,20250802,2,4,4,3,3,5,False,Delay/Cancellation
12742,50139,463246,2329,20241211,3,2,5,4,3,4,False,Seat Comfort
12743,58056,533268,4100,20250412,4,5,5,4,3,7,True,None
12744,67060,619052,17190,20250811,5,5,5,3,4,10,True,None
12745,31308,286862,740,20240324,4,5,3,3,4,8,True,None
12746,66695,615538,8959,20250806,5,5,3,5,3,9,True,None
12747,3164,27354,4731,20230219,3,4,4,4,4,7,True,None
12748,54704,502849,10737,20250220,3,4,4,4,4,5,False,Baggage Handling
12749,53639,493528,22300,20250204,3,1,5,5,3,6,False,None
12750,21635,200683,5888,20231030,5,4,4,4,4,10,True,None
12751,49204,454960,12662,20241127,4,5,4,5,3,10,True,None
12752,35395,324351,16618,20240524,3,4,4,5,3,6,False,Delay/Cancellation
12753,47128,436096,12017,20241028,3,4,4,3,2,6,False,Customer Service
12754,66107,609717,955,20250730,5,5,3,3,3,10,True,None
12755,22700,210564,21343,20231116,5,5,3,5,4,10,True,None
12756,20341,188851,6371,20231012,5,5,5,4,5,10,True,None
12757,57593,529062,24034,20250404,4,4,4,4,4,8,True,None
12758,56585,519898,14246,20250321,4,3,4,3,4,7,True,None
12759,30445,278816,22888,20240311,5,5,5,5,3,10,True,None
12760,10125,91095,21934,20230602,4,4,4,3,3,7,True,None
12761,19842,184279,18521,20231005,4,5,5,4,2,10,True,None
12762,75260,694992,1260,20251205,4,2,3,3,4,7,True,None
