maintenance_id,aircraft_id,maintenance_date,maintenance_type,cost_usd,downtime_hours,performed_at_hub,technician_count
827,102,2025-01-15,B-Check,26222.29,13.7,False,2
828,81,2023-09-22,Unscheduled Repair,72833.95,10.2,False,2
829,116,2024-06-01,A-Check (Routine),9603.45,11.7,True,3
830,58,2023-02-25,A-Check (Routine),10844.94,11.1,False,8
831,136,2025-09-07,B-Check,21364.79,30.9,True,8
832,56,2023-08-16,C-Check,444460.07,280.1,True,6
833,126,2025-11-13,C-Check,370683.68,244.6,True,7
834,78,2024-12-11,Unscheduled Repair,54780.74,12.9,True,5
835,35,2024-07-23,Unscheduled Repair,48986.04,28.1,True,3
836,161,2023-01-22,A-Check (Routine),5210.39,5.5,True,8
837,41,2025-06-12,A-Check (Routine),8353.07,9.1,True,5
838,19,2025-11-08,Unscheduled Repair,28919.56,13.5,True,2
839,60,2023-01-02,A-Check (Routine),11861.98,6.1,False,3
840,8,2024-02-11,C-Check,421394.81,282.6,True,5
841,107,2025-03-18,Unscheduled Repair,47490.54,18.2,False,1
842,132,2024-11-19,A-Check (Routine),10596.05,10.2,True,8
843,55,2024-09-27,A-Check (Routine),6002.34,5.7,True,4
844,77,2024-05-09,Avionics Update,96243.89,28.1,True,7
845,16,2025-08-31,A-Check (Routine),10079.27,10.8,True,7
846,108,2025-06-12,A-Check (Routine),10957.06,7.9,True,6
847,151,2023-07-02,Engine Overhaul,756626.98,364.7,True,6
848,49,2023-04-16,C-Check,321789.82,162.8,True,2
849,111,2025-01-28,A-Check (Routine),6525.42,9.8,True,5
850,3,2025-03-23,A-Check (Routine),3347.06,5.6,False,7
851,125,2023-02-24,A-Check (Routine),8056.99,12.0,False,6
852,8,2024-01-02,Unscheduled Repair,20783.16,16.4,False,6
853,133,2024-12-22,C-Check,322871.17,264.4,True,7
854,46,2023-03-24,Unscheduled Repair,7179.73,7.7,True,6
855,8,2023-11-17,C-Check,156643.55,275.2,False,3
856,64,2024-07-24,C-Check,363204.67,230.4,True,8
857,110,2025-05-19,B-Check,18349.88,30.8,True,4
858,52,2024-03-02,A-Check (Routine),3641.84,10.8,False,5
859,7,2025-04-11,Unscheduled Repair,5370.03,46.2,False,5
860,69,2023-01-10,Unscheduled Repair,38796.81,28.1,True,7
861,147,2023-03-11,Unscheduled Repair,40995.97,28.8,True,5
862,41,2023-02-26,A-Check (Routine),10466.5,10.0,True,4
863,67,2024-02-13,Unscheduled Repair,73324.47,24.2,True,4
864,153,2025-10-23,A-Check (Routine),8656.48,9.8,True,1
865,83,2025-05-08,B-Check,12079.72,34.8,True,3
866,54,2025-11-15,C-Check,289042.62,297.6,True,3
867,146,2025-09-05,A-Check (Routine),7844.82,10.2,True,6
868,64,2024-09-07,A-Check (Routine),7502.1,6.4,False,5
869,14,2024-07-06,Unscheduled Repair,47733.7,32.7,False,2
870,107,2023-07-06,Unscheduled Repair,47482.09,43.0,True,5
871,57,2024-03-05,A-Check (Routine),11705.37,8.8,True,2
872,158,2023-08-23,Engine Overhaul,425499.97,350.5,True,1
873,150,2025-03-06,Unscheduled Repair,54475.43,12.3,False,7
874,54,2023-08-02,A-Check (Routine),8972.94,6.6,True,4
875,86,2023-04-14,Unscheduled Repair,26009.96,13.1,True,8
876,115,2025-07-02,Avionics Update,95865.44,54.3,True,7
877,73,2024-10-28,Unscheduled Repair,8322.89,46.6,False,2
878,59,2023-07-25,C-Check,150494.35,234.0,False,3
879,99,2025-04-15,C-Check,163997.66,239.3,True,4
880,153,2025-11-18,B-Check,15628.43,13.9,True,7
881,118,2024-03-25,A-Check (Routine),3507.16,11.9,True,2
882,120,2024-12-13,A-Check (Routine),10438.63,7.0,True,4
883,29,2023-11-22,A-Check (Routine),8589.94,6.0,True,6
884,124,2025-01-24,Unscheduled Repair,75141.91,25.7,False,3
885,134,2024-02-24,A-Check (Routine),8662.97,4.2,True,4
886,86,2025-09-14,Unscheduled Repair,42903.69,30.0,True,4
887,72,2023-09-24,Unscheduled Repair,26435.58,9.5,True,8
888,126,2023-12-02,Avionics Update,62042.14,67.9,True,4
889,7,2025-10-21,C-Check,346046.02,136.3,True,3
890,4,2025-07-28,B-Check,28633.83,32.8,True,5
891,116,2025-10-20,A-Check (Routine),5344.57,6.8,False,4
892,140,2025-10-20,A-Check (Routine),8276.38,4.7,False,1
893,160,2025-02-06,A-Check (Routine),8380.02,4.0,True,1
894,140,2023-03-20,D-Check (Heavy),1446607.61,744.9,True,3
895,137,2024-03-08,B-Check,19951.81,28.3,False,8
896,15,2024-10-25,C-Check,197679.73,123.2,True,6
897,161,2023-10-30,Unscheduled Repair,83521.31,33.3,True,6
898,125,2024-01-09,A-Check (Routine),9676.73,7.5,True,2
899,132,2024-05-19,B-Check,13793.01,21.2,True,5
900,141,2025-11-14,B-Check,10808.33,28.2,True,5
901,121,2024-10-19,A-Check (Routine),3678.25,7.0,False,5
902,1,2023-04-17,Avionics Update,109299.04,64.7,False,2
903,116,2025-09-05,Engine Overhaul,440896.98,239.4,True,8
904,32,2024-04-30,A-Check (Routine),4140.06,9.9,True,1
905,117,2024-10-19,C-Check,425452.72,133.3,False,1
906,66,2025-08-11,B-Check,31088.68,23.8,True,4
907,63,2023-11-06,A-Check (Routine),9433.41,7.6,True,8
908,61,2023-10-20,Engine Overhaul,605017.53,293.4,True,7
909,132,2025-11-15,A-Check (Routine),9990.36,10.7,True,3
910,15,2025-11-10,B-Check,12871.79,26.6,True,2
911,42,2023-04-14,A-Check (Routine),5897.46,10.0,True,5
912,4,2024-02-05,A-Check (Routine),10118.3,7.1,True,7
913,42,2023-07-20,C-Check,176270.69,145.2,True,1
914,112,2024-04-12,Avionics Update,86832.09,26.4,True,3
915,123,2025-09-17,Unscheduled Repair,83251.65,15.4,True,2
916,92,2024-11-20,A-Check (Routine),5825.69,11.6,True,1
917,110,2025-12-28,B-Check,16826.14,14.0,True,1
918,114,2023-04-29,C-Check,231493.33,254.6,True,7
919,93,2023-03-18,A-Check (Routine),10742.58,8.3,False,8
920,132,2023-08-03,B-Check,19436.3,29.4,True,3
921,34,2025-12-04,C-Check,385599.51,261.9,True,4
922,137,2025-08-30,A-Check (Routine),11066.19,8.6,False,3
923,145,2025-08-07,A-Check (Routine),6388.51,8.6,True,8
924,137,2024-06-08,A-Check (Routine),5602.56,4.1,True,1
925,149,2023-12-25,B-Check,26009.19,31.9,True,3
926,94,2025-09-24,B-Check,33029.56,28.3,True,8
927,135,2025-05-16,A-Check (Routine),6635.85,5.5,True,1
928,111,2025-12-09,B-Check,33798.85,32.3,False,7
929,68,2024-11-05,Unscheduled Repair,64026.72,12.5,True,4
930,90,2025-12-04,Avionics Update,118438.03,26.2,True,2
931,81,2025-07-06,A-Check (Routine),9844.55,9.2,True,5
932,116,2023-10-25,Unscheduled Repair,82261.82,46.1,True,6
933,147,2025-06-15,C-Check,208257.3,240.4,True,2
934,90,2023-01-18,B-Check,14251.18,19.1,True,5
935,119,2025-10-02,A-Check (Routine),5077.69,10.5,False,5
936,89,2025-12-24,B-Check,11825.68,24.8,True,4
937,133,2025-03-19,Avionics Update,100456.06,30.1,True,1
938,92,2025-01-04,B-Check,19903.47,24.9,True,6
939,46,2024-10-13,A-Check (Routine),6057.87,5.6,False,8
940,116,2025-08-30,C-Check,171103.94,152.4,False,7
941,39,2023-08-18,A-Check (Routine),11438.12,5.7,True,5
942,111,2024-07-24,A-Check (Routine),5982.71,9.7,True,7
943,41,2025-01-15,A-Check (Routine),9126.1,10.1,True,2
944,101,2023-11-21,Avionics Update,25842.25,54.6,True,3
945,113,2023-08-09,Engine Overhaul,1002677.05,505.8,True,2
946,139,2025-02-15,Unscheduled Repair,18764.63,24.4,True,5
947,151,2024-03-28,Unscheduled Repair,62469.64,2.2,True,5
948,18,2025-10-30,A-Check (Routine),4644.96,5.2,True,4
949,107,2024-12-25,A-Check (Routine),10971.19,10.5,True,3
950,63,2025-08-10,Unscheduled Repair,40818.23,22.4,True,4
951,104,2023-06-07,Engine Overhaul,844688.25,223.8,False,4
952,51,2024-01-09,A-Check (Routine),4253.46,6.7,False,1
953,99,2024-04-19,C-Check,286408.75,156.7,True,6
954,40,2023-06-16,B-Check,14073.6,33.7,True,5
955,139,2024-12-16,Unscheduled Repair,29631.22,14.3,True,2
956,113,2025-05-26,A-Check (Routine),5964.85,5.8,True,8
957,24,2023-11-09,B-Check,31465.39,21.7,True,7
958,134,2024-02-26,C-Check,305150.52,251.9,True,2
959,14,2023-09-21,Engine Overhaul,1157289.1,461.8,False,2
960,39,2025-03-04,A-Check (Routine),7514.76,4.6,False,8
961,74,2025-02-20,A-Check (Routine),10220.78,8.2,True,8
962,105,2025-01-24,B-Check,30864.44,35.5,True,3
963,129,2024-04-27,A-Check (Routine),9190.19,7.4,True,8
964,92,2024-12-14,A-Check (Routine),11861.73,7.4,True,1
965,11,2023-11-02,B-Check,31679.9,18.4,True,5
966,67,2025-10-04,Unscheduled Repair,77553.21,45.7,True,7
967,45,2024-02-19,B-Check,30083.06,12.5,True,8
968,162,2023-11-15,A-Check (Routine),3120.27,7.1,False,2
969,19,2025-09-29,A-Check (Routine),11747.16,11.3,False,2
970,127,2024-07-09,A-Check (Routine),8728.09,4.4,True,6
971,150,2023-03-15,Avionics Update,87753.9,31.6,True,8
972,113,2024-10-23,Engine Overhaul,468706.83,449.2,True,2
973,87,2025-02-13,A-Check (Routine),6741.8,8.5,True,6
974,88,2025-09-16,B-Check,12414.55,21.1,True,5
975,61,2024-03-11,Unscheduled Repair,48197.99,2.1,True,3
976,119,2025-12-07,B-Check,28800.07,23.5,False,1
977,118,2023-01-04,Avionics Update,43382.85,57.5,True,1
978,35,2023-08-05,A-Check (Routine),9810.35,9.7,True,7
979,98,2025-04-30,Unscheduled Repair,34966.22,23.7,True,4
980,46,2025-08-02,Unscheduled Repair,87250.57,26.1,True,4
981,2,2025-07-24,A-Check (Routine),3486.23,11.4,False,7
982,98,2023-10-24,A-Check (Routine),8201.49,9.9,True,2
983,114,2024-09-02,B-Check,33258.54,19.3,False,3
984,22,2025-07-05,A-Check (Routine),5350.1,5.2,True,5
985,124,2024-05-22,Engine Overhaul,621043.86,229.4,True,7
986,30,2025-04-20,Avionics Update,52842.57,65.3,True,3
987,54,2025-10-20,Engine Overhaul,732637.79,371.1,True,1
988,84,2025-03-28,B-Check,25919.22,33.4,True,6
989,95,2024-02-12,A-Check (Routine),6157.39,6.4,True,5
990,25,2025-11-13,A-Check (Routine),7722.17,8.6,False,2
991,107,2024-05-18,Unscheduled Repair,72045.74,30.7,True,4
992,166,2023-04-30,A-Check (Routine),6008.02,8.8,False,8
993,9,2024-04-04,Unscheduled Repair,82721.43,25.5,True,3
994,41,2023-08-01,C-Check,399297.12,163.5,True,7
995,83,2025-03-02,Engine Overhaul,766114.76,464.7,False,4
996,117,2024-12-17,C-Check,214637.58,135.2,True,7
997,152,2025-10-06,A-Check (Routine),6213.91,7.8,False,4
998,142,2023-11-26,A-Check (Routine),5393.16,10.2,True,6
999,130,2025-05-11,A-Check (Routine),6009.95,5.0,True,3
1000,120,2024-09-28,A-Check (Routine),8206.39,4.8,True,5
1001,112,2024-10-31,A-Check (Routine),11478.31,6.4,True,3
1002,21,2024-06-14,A-Check (Routine),9444.68,7.5,True,1
1003,98,2023-07-12,C-Check,175716.58,261.8,True,4
1004,36,2024-07-16,B-Check,34690.9,21.4,True,6
1005,84,2025-11-11,C-Check,181193.66,284.6,True,1
1006,114,2023-01-28,B-Check,12752.1,29.3,True,3
1007,98,2023-12-01,A-Check (Routine),8880.05,7.0,True,7
1008,141,2024-01-11,Avionics Update,89358.03,69.6,True,5
1009,50,2023-12-22,B-Check,19311.26,25.2,True,3
1010,163,2025-09-03,D-Check (Heavy),1653915.99,708.8,True,3
1011,77,2024-09-23,A-Check (Routine),3354.82,10.3,True,5
1012,63,2023-07-24,B-Check,31484.47,32.6,True,5
1013,82,2023-06-02,A-Check (Routine),4117.0,5.0,False,5
1014,159,2025-08-19,Avionics Update,56986.37,25.1,True,7
1015,146,2025-03-26,Unscheduled Repair,2885.43,9.4,True,6
1016,164,2024-12-05,A-Check (Routine),3243.62,4.8,True,1
1017,24,2024-02-05,C-Check,235785.62,150.8,True,6
1018,11,2024-09-07,A-Check (Routine),11323.6,7.6,True,1
1019,42,2025-06-20,A-Check (Routine),6946.56,8.3,True,6
1020,43,2024-06-01,A-Check (Routine),6933.73,8.4,True,6
1021,87,2025-08-09,Engine Overhaul,1038164.8,542.0,True,7
1022,84,2024-06-06,A-Check (Routine),3177.84,10.7,True,5
1023,99,2024-02-02,A-Check (Routine),11564.83,4.7,False,4
1024,105,2023-05-02,B-Check,21944.03,30.8,False,6
1025,35,2023-05-06,A-Check (Routine),9268.53,11.8,True,4
1026,74,2023-01-30,A-Check (Routine),10339.94,10.1,True,2
1027,65,2025-04-05,Unscheduled Repair,89223.57,16.0,True,7
1028,108,2024-10-06,B-Check,10157.48,17.4,True,4
1029,46,2024-11-01,Avionics Update,104727.87,71.3,True,5
1030,39,2025-12-20,A-Check (Routine),11493.37,8.9,True,3
1031,119,2025-10-07,Unscheduled Repair,87571.14,5.4,True,1
1032,113,2024-02-24,Unscheduled Repair,55792.13,28.3,True,8
1033,68,2025-06-20,Unscheduled Repair,34426.5,36.7,False,8
1034,85,2023-07-16,A-Check (Routine),11963.75,5.0,True,7
1035,133,2024-10-23,B-Check,25293.08,18.1,True,5
1036,62,2023-09-08,C-Check,263404.92,157.9,False,2
1037,60,2024-03-30,A-Check (Routine),8462.81,9.3,True,3
1038,113,2023-04-28,B-Check,21742.32,16.3,True,8
1039,160,2024-04-30,C-Check,260327.74,129.8,False,3
1040,2,2025-05-09,Unscheduled Repair,64999.61,9.9,True,4
1041,74,2024-08-15,A-Check (Routine),10402.35,11.0,False,8
1042,42,2023-08-20,A-Check (Routine),9378.78,7.3,False,1
1043,135,2024-09-29,A-Check (Routine),4405.37,10.0,True,7
1044,64,2025-01-30,C-Check,355280.68,269.6,False,7
1045,109,2023-02-11,Engine Overhaul,495881.14,553.3,True,7
1046,96,2023-02-22,Unscheduled Repair,67140.15,9.1,True,2
1047,134,2024-05-17,B-Check,23615.6,26.9,True,7
1048,39,2025-03-22,A-Check (Routine),7141.35,10.5,True,1
1049,120,2024-08-31,C-Check,203043.65,200.8,False,5
1050,133,2025-02-19,A-Check (Routine),10042.88,8.3,True,7
1051,66,2024-05-31,A-Check (Routine),5300.52,8.3,True,3
1052,81,2023-07-22,A-Check (Routine),9555.65,5.1,True,7
1053,149,2024-08-04,Engine Overhaul,623633.6,330.2,False,7
1054,166,2024-04-23,Unscheduled Repair,59100.97,43.8,True,4
1055,33,2025-10-11,Unscheduled Repair,40783.18,7.8,False,1
1056,162,2023-01-17,Unscheduled Repair,42099.1,36.8,False,7
1057,49,2024-03-20,Unscheduled Repair,2023.12,14.2,True,7
1058,75,2025-12-11,A-Check (Routine),5036.85,7.0,True,6
1059,141,2024-05-09,B-Check,25579.68,29.4,True,3
1060,69,2025-08-27,A-Check (Routine),11341.13,7.7,False,5
1061,117,2025-10-12,Unscheduled Repair,78206.69,3.6,True,7
1062,102,2023-03-01,Avionics Update,101381.44,64.2,True,4
1063,62,2025-05-09,A-Check (Routine),4709.68,9.8,True,8
1064,51,2024-03-25,Avionics Update,40177.75,62.9,True,1
1065,115,2025-08-03,Engine Overhaul,971774.05,284.9,True,4
1066,164,2025-04-16,Avionics Update,87232.37,67.2,False,5
1067,80,2023-08-05,A-Check (Routine),5911.48,11.5,True,8
1068,155,2023-06-26,Avionics Update,118360.75,53.5,True,6
1069,90,2023-06-04,Unscheduled Repair,11782.68,4.8,True,6
1070,3,2025-11-26,Engine Overhaul,696741.75,515.9,True,3
1071,39,2023-10-19,Avionics Update,117366.45,55.9,True,2
1072,25,2024-08-21,D-Check (Heavy),1372161.41,581.6,True,7
1073,89,2023-08-06,Engine Overhaul,424544.25,382.2,True,3
1074,24,2023-10-10,A-Check (Routine),4825.52,4.6,True,3
1075,133,2024-06-27,A-Check (Routine),9935.66,11.0,False,3
1076,160,2025-04-28,A-Check (Routine),9893.32,4.2,True,3
1077,157,2024-10-04,A-Check (Routine),11931.16,11.9,True,8
1078,38,2025-05-18,C-Check,319552.04,133.4,True,6
1079,33,2023-06-03,C-Check,434420.06,162.6,True,8
1080,160,2025-04-14,A-Check (Routine),6240.52,8.0,True,1
1081,67,2025-02-09,B-Check,25324.82,34.5,True,5
1082,92,2024-12-23,A-Check (Routine),6814.8,9.6,False,8
1083,158,2025-10-10,B-Check,33247.31,23.3,False,5
1084,105,2023-02-22,B-Check,15591.71,27.1,True,4
1085,39,2023-05-21,B-Check,21083.82,32.9,True,5
1086,134,2023-11-06,Unscheduled Repair,35893.18,37.3,True,2
1087,76,2023-05-09,Engine Overhaul,660589.03,217.0,True,8
1088,69,2023-09-01,A-Check (Routine),11836.86,6.2,True,4
1089,119,2025-03-21,A-Check (Routine),3547.52,6.5,True,2
1090,33,2025-02-04,B-Check,27366.27,16.1,False,3
1091,64,2023-02-28,Unscheduled Repair,7247.09,30.8,True,3
1092,131,2023-09-14,B-Check,20867.17,28.8,True,2
1093,81,2023-09-27,B-Check,34899.33,35.1,True,5
1094,106,2023-03-17,B-Check,11020.74,28.2,False,4
1095,151,2024-02-07,Unscheduled Repair,30500.7,12.8,False,5
1096,31,2023-11-20,B-Check,24503.57,13.9,True,7
1097,31,2023-05-16,A-Check (Routine),3303.45,6.0,True,8
1098,47,2024-05-28,B-Check,14182.35,23.1,True,2
1099,24,2023-05-09,Unscheduled Repair,45624.6,7.7,False,3
1100,77,2025-11-11,A-Check (Routine),3639.58,6.3,False,6
1101,13,2025-09-17,Engine Overhaul,759826.89,251.8,True,7
1102,67,2024-11-29,A-Check (Routine),8237.29,11.7,True,1
1103,68,2023-11-07,A-Check (Routine),5138.84,11.1,True,1
1104,146,2025-11-11,B-Check,29327.41,24.2,True,5
1105,49,2024-01-08,B-Check,29674.19,16.1,True,5
1106,8,2024-06-25,Engine Overhaul,1129190.53,374.9,False,6
1107,151,2025-10-26,A-Check (Routine),4713.74,4.9,True,7
1108,165,2025-07-10,B-Check,29240.85,23.0,True,8
1109,127,2025-08-04,C-Check,225470.03,251.3,True,3
1110,166,2025-08-24,B-Check,20280.54,17.5,True,2
1111,150,2023-11-04,A-Check (Routine),8676.4,5.4,True,7
1112,69,2024-09-24,A-Check (Routine),4153.25,7.1,True,2
1113,39,2023-10-14,A-Check (Routine),11790.35,9.8,True,2
1114,30,2025-05-18,Unscheduled Repair,13971.83,18.8,True,4
1115,5,2024-08-06,C-Check,374400.95,275.2,False,1
1116,61,2023-09-04,B-Check,19876.68,12.1,False,4
1117,24,2025-08-05,A-Check (Routine),11254.98,11.9,False,2
1118,31,2024-02-01,A-Check (Routine),6655.26,5.6,True,2
1119,164,2024-04-05,A-Check (Routine),11187.71,7.6,True,1
1120,144,2023-08-09,Engine Overhaul,838017.9,313.5,False,6
1121,120,2024-04-01,D-Check (Heavy),1492979.12,438.8,False,4
1122,35,2025-07-17,Unscheduled Repair,65465.71,11.9,False,5
1123,40,2024-05-07,B-Check,21280.22,28.8,True,1
1124,134,2023-11-15,A-Check (Routine),7145.94,10.2,False,6
1125,15,2023-12-01,A-Check (Routine),4076.68,8.2,True,5
1126,141,2023-04-05,A-Check (Routine),3232.3,9.3,False,4
1127,29,2024-06-09,B-Check,18398.98,16.6,True,8
1128,164,2024-05-15,D-Check (Heavy),2196683.09,873.8,False,5
1129,86,2024-05-25,Avionics Update,67936.56,30.7,True,6
1130,65,2023-12-25,Engine Overhaul,778257.33,272.0,True,6
1131,27,2024-07-18,B-Check,17004.98,35.3,True,8
1132,104,2025-08-31,B-Check,22104.38,15.2,True,2
1133,77,2024-01-19,C-Check,407633.59,134.5,True,6
1134,61,2024-06-28,A-Check (Routine),6371.42,6.7,True,6
1135,42,2023-08-26,Unscheduled Repair,16898.76,34.6,True,8
1136,91,2024-06-08,A-Check (Routine),6291.08,7.5,False,6
1137,124,2023-02-05,Engine Overhaul,1086164.84,335.3,True,3
1138,166,2025-05-28,A-Check (Routine),6189.07,11.9,False,7
1139,154,2025-06-08,Unscheduled Repair,86100.97,28.4,True,6
1140,90,2023-08-29,Avionics Update,93356.89,57.6,True,1
1141,131,2024-06-24,B-Check,21838.0,20.4,True,5
1142,37,2025-02-14,A-Check (Routine),3170.21,9.8,False,4
1143,166,2025-04-16,B-Check,33365.79,32.3,True,4
1144,2,2024-10-03,C-Check,437262.39,240.1,False,6
1145,123,2023-07-05,A-Check (Routine),11833.02,11.9,False,1
1146,144,2023-11-22,B-Check,17836.56,34.2,True,1
1147,79,2023-03-22,Engine Overhaul,480974.47,592.7,True,3
1148,150,2025-03-10,Engine Overhaul,875230.26,229.4,True,8
1149,71,2025-04-17,Unscheduled Repair,14159.0,7.1,False,7
1150,65,2023-06-17,B-Check,29536.92,21.3,False,3
1151,86,2023-10-21,A-Check (Routine),6324.31,6.7,True,2
1152,165,2023-02-14,A-Check (Routine),7422.04,7.6,True,2
1153,146,2023-11-05,A-Check (Routine),8567.29,10.4,False,8
1154,107,2024-10-18,C-Check,232810.24,194.0,False,5
1155,164,2025-06-06,Unscheduled Repair,22950.46,22.9,True,7
1156,46,2023-11-21,A-Check (Routine),3972.82,11.1,True,7
1157,68,2023-09-27,Avionics Update,20179.87,34.3,True,5
1158,108,2024-09-11,C-Check,287768.47,260.6,True,8
1159,12,2023-07-13,A-Check (Routine),6125.5,8.3,True,7
1160,165,2025-11-19,A-Check (Routine),10961.78,6.1,True,1
1161,117,2023-07-08,Engine Overhaul,719786.17,244.0,True,4
1162,31,2023-09-08,C-Check,292309.23,156.6,True,3
1163,95,2023-10-12,A-Check (Routine),10799.29,4.8,False,1
1164,89,2025-10-27,A-Check (Routine),9386.71,11.2,True,8
1165,84,2025-07-13,Engine Overhaul,658374.41,376.7,True,6
1166,145,2023-04-06,B-Check,21599.75,23.1,True,1
1167,53,2023-09-04,A-Check (Routine),6326.48,8.4,True,4
1168,126,2023-05-24,B-Check,30709.66,18.1,False,7
1169,124,2025-11-28,A-Check (Routine),7265.01,4.8,True,3
1170,3,2024-04-11,B-Check,31522.34,14.6,True,6
1171,91,2023-09-23,Avionics Update,33343.88,37.7,True,7
1172,34,2024-09-15,B-Check,19879.15,25.3,True,5
1173,85,2025-05-27,Unscheduled Repair,55482.51,8.6,True,8
1174,155,2024-12-19,Engine Overhaul,796028.94,340.1,True,6
1175,105,2023-04-04,A-Check (Routine),4064.21,6.5,False,2
1176,69,2024-04-25,A-Check (Routine),4878.79,9.3,True,6
1177,159,2025-02-11,B-Check,28477.51,29.3,True,6
1178,127,2025-08-14,C-Check,231945.19,293.9,True,7
1179,114,2023-05-02,A-Check (Routine),11767.8,7.6,False,7
1180,119,2024-05-21,A-Check (Routine),6687.47,7.6,True,2
1181,70,2025-06-04,A-Check (Routine),8476.92,10.5,True,4
1182,9,2023-03-21,A-Check (Routine),8046.1,5.1,False,8
1183,164,2024-01-05,Engine Overhaul,986766.24,467.6,False,7
1184,117,2023-05-05,A-Check (Routine),11165.17,10.3,True,1
1185,163,2024-01-01,Unscheduled Repair,56639.64,16.2,False,7
1186,75,2025-09-18,A-Check (Routine),6813.67,11.3,True,1
1187,98,2024-12-17,Unscheduled Repair,68458.05,11.3,False,6
1188,22,2025-10-26,A-Check (Routine),4885.22,10.2,True,5
1189,121,2025-02-01,Unscheduled Repair,60542.77,5.4,True,6
1190,153,2023-05-14,C-Check,412850.54,211.1,False,8
1191,96,2025-06-01,B-Check,25613.34,28.2,True,3
1192,6,2024-06-23,Engine Overhaul,517773.06,460.6,True,5
1193,97,2023-08-23,C-Check,392173.23,186.4,True,5
1194,71,2025-11-19,A-Check (Routine),6942.77,7.4,False,4
1195,88,2025-04-09,B-Check,17280.08,18.3,False,8
1196,28,2023-08-19,Unscheduled Repair,65385.59,14.0,True,1
1197,146,2025-10-17,Unscheduled Repair,33807.34,13.7,True,1
1198,145,2025-07-10,B-Check,19884.01,35.1,False,3
1199,143,2024-02-27,A-Check (Routine),8217.17,9.0,True,3
1200,109,2025-01-06,Unscheduled Repair,45694.24,27.9,True,6
1201,120,2025-08-25,A-Check (Routine),4536.63,11.0,True,1
1202,68,2024-01-14,C-Check,162538.44,289.1,True,4
1203,35,2023-10-25,Avionics Update,15253.02,38.5,True,7
1204,74,2025-08-07,B-Check,19482.38,35.4,True,7
1205,91,2024-01-26,Avionics Update,22890.85,29.6,True,1
1206,152,2024-01-28,A-Check (Routine),7198.42,7.5,False,4
1207,153,2024-01-13,A-Check (Routine),10960.29,8.2,False,4
1208,97,2025-02-01,C-Check,182580.87,173.4,True,8
1209,124,2025-07-05,B-Check,27561.54,22.7,True,1
1210,33,2025-01-09,Avionics Update,51156.97,42.0,True,1
1211,62,2025-03-03,A-Check (Routine),11785.44,6.3,True,5
1212,38,2024-09-12,A-Check (Routine),6048.15,7.8,True,4
1213,22,2024-11-02,Unscheduled Repair,43952.95,35.2,False,8
1214,89,2023-11-04,A-Check (Routine),7805.69,6.5,True,2
1215,66,2025-04-26,A-Check (Routine),6421.21,6.8,False,6
1216,153,2025-12-17,A-Check (Routine),7763.94,10.3,True,6
1217,24,2024-06-13,Engine Overhaul,513048.23,323.5,True,5
1218,60,2025-08-08,A-Check (Routine),3512.15,11.7,True,6
1219,45,2024-04-19,A-Check (Routine),11570.56,5.2,True,2
1220,3,2025-01-31,Unscheduled Repair,87319.12,10.3,True,8
1221,71,2023-07-19,C-Check,223460.39,224.6,False,3
1222,56,2025-11-02,B-Check,15138.75,12.2,True,3
1223,62,2023-01-25,Unscheduled Repair,87161.25,29.7,False,6
1224,63,2025-10-11,A-Check (Routine),9104.79,8.6,True,3
1225,122,2025-11-19,A-Check (Routine),7265.08,10.7,True,2
1226,128,2025-03-07,A-Check (Routine),11972.13,4.3,True,3
1227,114,2024-05-08,B-Check,14711.52,12.8,False,5
1228,108,2023-12-12,B-Check,33658.83,19.4,False,4
1229,91,2023-02-09,A-Check (Routine),8940.99,6.3,False,5
1230,9,2023-09-05,B-Check,30185.26,26.0,False,1
1231,3,2023-09-20,A-Check (Routine),10797.66,7.8,True,6
1232,142,2023-08-20,B-Check,12597.75,24.7,True,8
1233,111,2024-01-07,A-Check (Routine),3611.07,6.0,True,7
1234,153,2023-02-02,Unscheduled Repair,45097.99,17.2,True,6
1235,26,2025-12-23,A-Check (Routine),7285.65,8.8,True,5
1236,64,2023-08-22,A-Check (Routine),3444.94,7.1,True,3
1237,123,2023-07-15,B-Check,11356.15,32.6,True,4
1238,62,2024-08-25,A-Check (Routine),10559.06,10.2,True,7
1239,72,2024-07-29,Unscheduled Repair,13122.64,27.2,True,8
1240,158,2023-03-20,C-Check,272191.85,271.3,True,7
1241,71,2024-04-23,A-Check (Routine),5584.07,5.2,True,4
1242,2,2023-10-28,A-Check (Routine),7794.37,8.9,False,8
1243,74,2024-10-09,B-Check,18304.44,14.1,True,3
1244,154,2024-05-27,A-Check (Routine),9130.73,7.1,True,6
1245,137,2024-09-26,A-Check (Routine),9139.59,9.3,True,6
1246,156,2023-09-09,B-Check,33233.02,35.5,True,2
1247,15,2023-02-20,C-Check,441338.71,191.7,True,4
1248,136,2024-06-14,Unscheduled Repair,27998.82,24.0,False,4
1249,99,2025-12-26,A-Check (Routine),3626.06,10.3,True,4
1250,134,2024-05-31,B-Check,18553.03,25.2,True,4
1251,21,2025-06-07,B-Check,33085.89,21.1,True,1
1252,64,2025-10-05,Unscheduled Repair,22008.12,29.3,True,1
1253,28,2023-08-29,C-Check,178571.12,259.0,True,6
1254,123,2023-11-23,A-Check (Routine),5567.55,9.0,True,4
1255,34,2024-03-01,A-Check (Routine),10512.48,7.1,True,1
